invoice_number,invoice_date,total_amount,vendor_name,currency,invoice_number_length,invoice_age_days,ocr_text_length,blur_flag,failure_label
INVOICE,2011-10-09,713.33,INVOICE,EUR,7,5154,0,0,0
INVOICE,2004-02-02,257.83,TAX INVOICE,EUR,7,7960,0,0,0
INVOICE,1995-07-23,645.36,COMMERCIAL INVOICE,USD,7,11076,0,0,0
INVOICE,2021-06-22,10.04,TAX INVOICE,USD,7,1610,0,0,0
INVOICE,2016-07-01,1037.16,TAX INVOICE,EUR,7,3427,0,0,0
INVOICE,2004-03-17,1035.4,TAX INVOICE,USD,7,7916,0,0,0
INVOICE,2000-10-23,279.38,COMMERCIAL INVOICE,EUR,7,9157,0,0,0
INVOICE,2020-03-27,536.04,TAX INVOICE,USD,7,2062,0,0,0
INVOICE,2010-05-12,429.34,COMMERCIAL INVOICE,EUR,7,5669,0,0,0
INVOICE,1996-03-24,486.08,TAX INVOICE,USD,7,10831,0,0,0
INVOICE,2018-09-26,522.86,COMMERCIAL INVOICE,USD,7,2610,0,0,0
INVOICE,2001-08-06,306.99,COMMERCIAL INVOICE,USD,7,8870,0,0,0
INVOICE,2015-10-11,195.58,INVOICE,USD,7,3691,0,0,0
INVOICE,2008-12-14,600.24,COMMERCIAL INVOICE,USD,7,6183,0,0,0
INVOICE,1995-02-10,639.25,INVOICE,USD,7,11239,0,0,0
INVOICE,2000-01-10,468.65,COMMERCIAL INVOICE,USD,7,9444,0,0,0
INVOICE,1993-05-07,276.1,TAX INVOICE,USD,7,11883,0,0,0
INVOICE,2005-06-21,446.21,TAX INVOICE,EUR,7,7455,0,0,0
INVOICE,2016-11-29,535.08,TAX INVOICE,USD,7,3276,0,0,0
INVOICE,1997-05-14,249.52,COMMERCIAL INVOICE,EUR,7,10415,0,0,0
INVOICE,1996-03-04,115.85,COMMERCIAL INVOICE,EUR,7,10851,0,0,0
INVOICE,1995-05-19,210.03,TAX INVOICE,USD,7,11141,0,0,0
INVOICE,1998-10-02,793.11,INVOICE,USD,7,9909,0,0,0
INVOICE,2012-01-01,550.6,TAX INVOICE,USD,7,5070,0,0,0
INVOICE,2020-03-08,814.59,INVOICE,EUR,7,2081,0,0,0
INVOICE,2015-03-24,652.92,TAX INVOICE,USD,7,3892,0,0,0
INVOICE,1998-07-18,505.11,COMMERCIAL INVOICE,USD,7,9985,0,0,0
INVOICE,1995-06-30,91.94,COMMERCIAL INVOICE,USD,7,11099,0,0,0
INVOICE,2008-04-20,1607.97,TAX INVOICE,USD,7,6421,0,0,0
INVOICE,2006-07-31,288.49,INVOICE,USD,7,7050,0,0,0
INVOICE,2012-07-31,501.9,TAX INVOICE,EUR,7,4858,0,0,0
INVOICE,1997-07-10,422.45,TAX INVOICE,USD,7,10358,0,0,0
INVOICE,2004-06-04,509.82,TAX INVOICE,EUR,7,7837,0,0,0
INVOICE,1997-04-03,790.55,COMMERCIAL INVOICE,USD,7,10456,0,0,0
INVOICE,2020-03-04,57.04,COMMERCIAL INVOICE,USD,7,2085,0,0,0
INVOICE,2007-03-06,572.85,TAX INVOICE,USD,7,6832,0,0,0
INVOICE,1999-09-18,443.51,TAX INVOICE,USD,7,9558,0,0,0
INVOICE,2000-04-22,520.52,TAX INVOICE,USD,7,9341,0,0,0
INVOICE,2016-08-21,517.0,TAX INVOICE,EUR,7,3376,0,0,0
INVOICE,2010-11-23,680.5,COMMERCIAL INVOICE,USD,7,5474,0,0,0
INVOICE,1995-05-27,580.4,COMMERCIAL INVOICE,USD,7,11133,0,0,0
INVOICE,1993-09-08,919.03,INVOICE,EUR,7,11759,0,0,0
INVOICE,2006-10-04,775.08,COMMERCIAL INVOICE,USD,7,6985,0,0,0
INVOICE,2002-12-26,85.01,COMMERCIAL INVOICE,USD,7,8363,0,0,0
INVOICE,2010-05-16,477.88,TAX INVOICE,USD,7,5665,0,0,0
INVOICE,2016-12-04,196.52,TAX INVOICE,USD,7,3271,0,0,0
INVOICE,2005-01-14,133.46,COMMERCIAL INVOICE,USD,7,7613,0,0,0
INVOICE,2003-10-24,1422.72,COMMERCIAL INVOICE,USD,7,8061,0,0,0
INVOICE,2003-11-15,611.63,COMMERCIAL INVOICE,USD,7,8039,0,0,0
INVOICE,1999-05-04,1149.18,COMMERCIAL INVOICE,EUR,7,9695,0,0,0
INVOICE,1997-11-16,624.17,INVOICE,USD,7,10229,0,0,0
INVOICE,2014-01-21,580.78,INVOICE,USD,7,4319,0,0,0
INVOICE,1994-11-07,738.07,INVOICE,USD,7,11334,0,0,0
INVOICE,2018-07-09,540.87,TAX INVOICE,USD,7,2689,0,0,0
INVOICE,2020-07-16,796.08,INVOICE,USD,7,1951,0,0,0
INVOICE,2011-03-31,220.13,COMMERCIAL INVOICE,USD,7,5346,0,0,0
INVOICE,2009-04-04,447.08,COMMERCIAL INVOICE,EUR,7,6072,0,0,0
INVOICE,1996-09-02,369.36,TAX INVOICE,USD,7,10669,0,0,0
INVOICE,1995-08-19,337.71,INVOICE,USD,7,11049,0,0,0
INVOICE,1997-09-06,414.34,TAX INVOICE,USD,7,10300,0,0,0
INVOICE,2008-09-06,616.54,INVOICE,USD,7,6282,0,0,0
INVOICE,2010-05-16,1232.67,TAX INVOICE,USD,7,5665,0,0,0
INVOICE,2022-02-05,363.26,COMMERCIAL INVOICE,USD,7,1382,0,0,0
INVOICE,2009-05-05,326.43,COMMERCIAL INVOICE,USD,7,6041,0,0,0
INVOICE,2015-07-18,311.94,INVOICE,EUR,7,3776,0,0,0
INVOICE,2015-10-05,300.86,TAX INVOICE,USD,7,3697,0,0,0
INVOICE,1887-09-01,530.05,INVOICE,USD,7,50482,0,0,0
INVOICE,2008-01-20,263.5,INVOICE,USD,7,6512,0,0,0
INVOICE,2021-01-11,338.67,TAX INVOICE,USD,7,1772,0,0,0
INVOICE,2016-04-07,703.75,INVOICE,USD,7,3512,0,0,0
INVOICE,2005-07-01,981.98,TAX INVOICE,USD,7,7445,0,0,0
INVOICE,2006-09-11,572.67,INVOICE,EUR,7,7008,0,0,0
INVOICE,2020-12-15,207.35,COMMERCIAL INVOICE,EUR,7,1799,0,0,0
INVOICE,2003-07-12,334.12,TAX INVOICE,USD,7,8165,0,0,0
INVOICE,2005-03-29,375.93,COMMERCIAL INVOICE,USD,7,7539,0,0,0
INVOICE,2009-01-16,423.79,INVOICE,USD,7,6150,0,0,0
INVOICE,2020-09-18,658.74,COMMERCIAL INVOICE,USD,7,1887,0,0,0
INVOICE,2006-11-15,1141.9,INVOICE,EUR,7,6943,0,0,0
INVOICE,2014-08-02,1164.11,COMMERCIAL INVOICE,USD,7,4126,0,0,0
INVOICE,2001-08-19,174.49,COMMERCIAL INVOICE,USD,7,8857,0,0,0
INVOICE,2000-09-15,285.61,TAX INVOICE,USD,7,9195,0,0,0
INVOICE,1999-03-20,2.13,TAX INVOICE,USD,7,9740,0,0,0
INVOICE,1995-11-30,671.31,TAX INVOICE,EUR,7,10946,0,0,0
INVOICE,2011-08-30,987.04,TAX INVOICE,USD,7,5194,0,0,0
INVOICE,2020-08-28,90.62,TAX INVOICE,USD,7,1908,0,0,0
INVOICE,2003-02-27,446.72,INVOICE,USD,7,8300,0,0,0
INVOICE,2003-10-05,1033.82,COMMERCIAL INVOICE,USD,7,8080,0,0,0
INVOICE,2003-03-09,173.97,TAX INVOICE,USD,7,8290,0,0,0
INVOICE,2008-01-03,868.51,COMMERCIAL INVOICE,USD,7,6529,0,0,0
INVOICE,2021-04-28,1018.18,INVOICE,EUR,7,1665,0,0,0
INVOICE,2016-11-08,497.51,COMMERCIAL INVOICE,USD,7,3297,0,0,0
INVOICE,2012-06-08,754.08,INVOICE,EUR,7,4911,0,0,0
INVOICE,2000-12-31,329.15,INVOICE,USD,7,9088,0,0,0
INVOICE,2004-11-24,750.58,TAX INVOICE,USD,7,7664,0,0,0
INVOICE,2011-12-07,496.81,TAX INVOICE,USD,7,5095,0,0,0
INVOICE,1998-03-02,484.9,TAX INVOICE,EUR,7,10123,0,0,0
INVOICE,2002-08-12,675.42,COMMERCIAL INVOICE,EUR,7,8499,0,0,0
INVOICE,2015-08-23,200.52,INVOICE,EUR,7,3740,0,0,0
INVOICE,2021-10-07,529.71,INVOICE,EUR,7,1503,0,0,0
INVOICE,2008-10-13,270.35,INVOICE,USD,7,6245,0,0,0
INVOICE,2010-04-06,820.07,INVOICE,USD,7,5705,0,0,0
INVOICE,2017-12-23,702.06,COMMERCIAL INVOICE,USD,7,2887,0,0,0
INVOICE,1994-05-16,1498.48,COMMERCIAL INVOICE,USD,7,11509,0,0,0
INVOICE,2019-09-29,644.14,INVOICE,USD,7,2242,0,0,0
INVOICE,2015-10-18,57.34,INVOICE,EUR,7,3684,0,0,0
INVOICE,2000-02-23,757.05,INVOICE,EUR,7,9400,0,0,0
INVOICE,1993-04-04,211.67,INVOICE,USD,7,11916,0,0,0
INVOICE,1997-06-15,240.7,COMMERCIAL INVOICE,EUR,7,10383,0,0,0
INVOICE,2017-08-07,316.47,INVOICE,EUR,7,3025,0,0,0
INVOICE,2019-03-13,458.39,TAX INVOICE,EUR,7,2442,0,0,0
INVOICE,1997-08-01,390.82,INVOICE,USD,7,10336,0,0,0
INVOICE,2007-01-14,220.9,INVOICE,EUR,7,6883,0,0,0
INVOICE,2001-03-30,1132.87,INVOICE,USD,7,8999,0,0,0
INVOICE,2017-06-10,350.0,COMMERCIAL INVOICE,USD,7,3083,0,0,0
INVOICE,2012-11-17,879.49,TAX INVOICE,USD,7,4749,0,0,0
INVOICE,1999-03-18,659.61,TAX INVOICE,EUR,7,9742,0,0,0
INVOICE,2014-05-26,1056.27,INVOICE,EUR,7,4194,0,0,0
INVOICE,2000-01-17,453.66,TAX INVOICE,USD,7,9437,0,0,0
INVOICE,2010-12-26,631.11,INVOICE,USD,7,5441,0,0,0
INVOICE,2013-11-01,632.94,TAX INVOICE,USD,7,4400,0,0,0
INVOICE,1997-09-02,794.51,TAX INVOICE,USD,7,10304,0,0,0
INVOICE,2020-03-21,664.81,COMMERCIAL INVOICE,USD,7,2068,0,0,0
INVOICE,1993-12-13,150.27,COMMERCIAL INVOICE,USD,7,11663,0,0,0
INVOICE,1997-05-28,604.85,INVOICE,EUR,7,10401,0,0,0
INVOICE,2001-02-25,856.37,COMMERCIAL INVOICE,USD,7,9032,0,0,0
INVOICE,2005-11-26,502.49,TAX INVOICE,USD,7,7297,0,0,0
INVOICE,2002-07-13,936.8,COMMERCIAL INVOICE,USD,7,8529,0,0,0
INVOICE,2007-09-07,581.23,TAX INVOICE,USD,7,6647,0,0,0
INVOICE,2009-09-14,247.51,TAX INVOICE,USD,7,5909,0,0,0
INVOICE,2001-07-28,639.15,INVOICE,USD,7,8879,0,0,0
INVOICE,2002-04-22,387.2,INVOICE,USD,7,8611,0,0,0
INVOICE,1999-02-06,87.87,COMMERCIAL INVOICE,USD,7,9782,0,0,0
INVOICE,1995-08-27,381.62,TAX INVOICE,USD,7,11041,0,0,0
INVOICE,2022-10-18,60.96,TAX INVOICE,EUR,7,1127,0,0,0
INVOICE,2017-04-15,1255.2,INVOICE,EUR,7,3139,0,0,0
INVOICE,2017-11-03,178.62,INVOICE,USD,7,2937,0,0,0
INVOICE,2021-03-26,1301.3,INVOICE,USD,7,1698,0,0,0
INVOICE,2017-02-19,215.9,TAX INVOICE,EUR,7,3194,0,0,0
INVOICE,1999-10-02,286.16,INVOICE,USD,7,9544,0,0,0
INVOICE,1994-01-29,1454.61,COMMERCIAL INVOICE,USD,7,11616,0,0,0
INVOICE,2021-05-27,281.42,TAX INVOICE,EUR,7,1636,0,0,0
INVOICE,2014-09-25,539.55,INVOICE,USD,7,4072,0,0,0
INVOICE,2009-09-25,403.53,TAX INVOICE,USD,7,5898,0,0,0
INVOICE,2004-09-11,309.28,INVOICE,EUR,7,7738,0,0,0
INVOICE,2005-08-31,952.55,TAX INVOICE,EUR,7,7384,0,0,0
INVOICE,2022-12-09,1193.61,INVOICE,USD,7,1075,0,0,0
INVOICE,2002-04-25,429.44,COMMERCIAL INVOICE,USD,7,8608,0,0,0
INVOICE,2016-02-20,827.28,TAX INVOICE,USD,7,3559,0,0,0
INVOICE,2001-04-05,596.17,INVOICE,USD,7,8993,0,0,0
INVOICE,2020-03-08,465.71,TAX INVOICE,EUR,7,2081,0,0,0
INVOICE,2011-07-18,682.72,TAX INVOICE,EUR,7,5237,0,0,0
INVOICE,2012-11-06,527.98,COMMERCIAL INVOICE,USD,7,4760,0,0,0
INVOICE,1995-10-05,396.91,TAX INVOICE,USD,7,11002,0,0,0
INVOICE,2016-04-06,240.09,COMMERCIAL INVOICE,EUR,7,3513,0,0,0
INVOICE,2017-02-03,350.58,TAX INVOICE,EUR,7,3210,0,0,0
INVOICE,2012-02-02,755.12,TAX INVOICE,USD,7,5038,0,0,0
INVOICE,2020-04-27,690.07,INVOICE,USD,7,2031,0,0,0
INVOICE,2016-02-12,334.29,COMMERCIAL INVOICE,USD,7,3567,0,0,0
INVOICE,2013-06-19,407.87,COMMERCIAL INVOICE,USD,7,4535,0,0,0
INVOICE,1997-10-07,798.72,COMMERCIAL INVOICE,EUR,7,10269,0,0,0
INVOICE,2021-10-10,346.26,INVOICE,USD,7,1500,0,0,0
INVOICE,1995-02-12,594.04,TAX INVOICE,USD,7,11237,0,0,0
INVOICE,1994-11-30,376.69,INVOICE,EUR,7,11311,0,0,0
INVOICE,1997-11-07,65.52,COMMERCIAL INVOICE,USD,7,10238,0,0,0
INVOICE,1996-11-14,545.67,INVOICE,EUR,7,10596,0,0,0
INVOICE,2010-06-02,206.98,TAX INVOICE,EUR,7,5648,0,0,0
INVOICE,2000-05-01,456.58,COMMERCIAL INVOICE,USD,7,9332,0,0,0
INVOICE,2004-01-04,530.01,TAX INVOICE,USD,7,7989,0,0,0
INVOICE,2014-08-23,909.56,INVOICE,EUR,7,4105,0,0,0
INVOICE,2003-10-03,695.53,INVOICE,USD,7,8082,0,0,0
INVOICE,2018-03-23,1142.91,INVOICE,USD,7,2797,0,0,0
INVOICE,1998-03-07,125.35,TAX INVOICE,EUR,7,10118,0,0,0
INVOICE,2001-03-08,140.67,COMMERCIAL INVOICE,EUR,7,9021,0,0,0
INVOICE,2014-09-08,962.99,COMMERCIAL INVOICE,USD,7,4089,0,0,0
INVOICE,2004-05-18,1023.48,COMMERCIAL INVOICE,USD,7,7854,0,0,0
INVOICE,2017-10-14,240.27,COMMERCIAL INVOICE,USD,7,2957,0,0,0
INVOICE,2011-02-14,443.25,COMMERCIAL INVOICE,EUR,7,5391,0,0,0
INVOICE,2010-06-09,789.43,TAX INVOICE,USD,7,5641,0,0,0
INVOICE,2021-11-28,208.31,INVOICE,USD,7,1451,0,0,0
INVOICE,2009-03-30,961.23,INVOICE,USD,7,6077,0,0,0
INVOICE,1997-06-18,586.29,INVOICE,EUR,7,10380,0,0,0
INVOICE,2016-03-03,239.54,TAX INVOICE,USD,7,3547,0,0,0
INVOICE,2020-11-06,1132.91,INVOICE,USD,7,1838,0,0,0
INVOICE,1999-01-20,1303.69,TAX INVOICE,USD,7,9799,0,0,0
INVOICE,2003-04-21,961.74,COMMERCIAL INVOICE,EUR,7,8247,0,0,0
INVOICE,2020-01-16,331.38,COMMERCIAL INVOICE,USD,7,2133,0,0,0
INVOICE,2004-09-11,826.91,TAX INVOICE,USD,7,7738,0,0,0
INVOICE,2021-07-16,591.82,INVOICE,USD,7,1586,0,0,0
INVOICE,1995-02-26,960.34,INVOICE,USD,7,11223,0,0,0
INVOICE,2006-10-11,961.34,INVOICE,USD,7,6978,0,0,0
INVOICE,2000-01-01,1.0,TAX INVOICE INVOICE # 1839-491,USD,7,9453,0,0,1
INVOICE,2000-01-01,2.0,COMMERCIAL INVOICE INVOICE ID 6Y7M3d-987,USD,7,9453,0,0,1
INVOICE,2000-01-01,3.0,COMMERCIAL INVOICE Invoice number INV/96-35/446,USD,7,9453,0,0,1
INVOICE,2002-04-24,2.0,COMMERCIAL INVOICE INVOICE # INV/64-61/340,USD,7,8609,0,0,0
INVOICE,2000-01-01,6.0,COMMERCIAL INVOICE INVOICE ID INV/02-45/506.,USD,7,9453,0,0,1
INVOICE,2000-01-01,3.0,COMMERCIAL INVOICE INVOICE # INV92089683,USD,7,9453,0,0,1
INVOICE,2008-07-19,6.0,TAX INVOICE Invoice number INV/76-12/468,USD,7,6331,0,0,0
INVOICE,1997-12-08,1202.59,INVOICE,USD,7,10207,0,0,0
INVOICE,2000-01-01,3.0,COMMERCIAL INVOICE INVOICE # SY3M6d-755,USD,7,9453,0,0,1
INVOICE,1996-10-27,5.0,COMMERCIAL INVOICE INVOICE ID 2¥9M6d-860,USD,7,10614,0,0,0
INVOICE,2000-01-01,6.0,INVOICE Invoice number 2¥ 1M9d-560,USD,7,9453,0,0,1
INVOICE,2020-01-05,4.0,INVOICE INVOICE ID INV/67-31/057,USD,7,2144,0,0,0
INVOICE,2000-01-01,4.0,TAX INVOICE INVOICE # 7Y2M5d-372,USD,7,9453,0,0,1
INVOICE,2008-10-20,2.0,TAX INVOICE INVOICE # 8115-719,USD,7,6238,0,0,0
INVOICE,2002-09-24,6.0,TAX INVOICE Invoice number INV85316221,USD,7,8456,0,0,0
INVOICE,2005-02-01,5.0,TAX INVOICE INVOICE ID 6Y1M1d-181,USD,7,7595,0,0,0
INVOICE,2008-08-15,8.2,COMMERCIAL INVOICE Invoice number INV/89-73/753,USD,7,6304,0,0,0
INVOICE,1885-02-27,4.0,TAX INVOICE INVOICE # INV/60-78/528,USD,7,51398,0,0,0
INVOICE,2016-01-24,4.0,INVOICE INVOICE # 8939-079,USD,7,3586,0,0,0
INVOICE,2000-01-01,6.0,COMMERCIAL INVOICE Invoice number INV94276954,USD,7,9453,0,0,1
INVOICE,2000-01-01,4.0,COMMERCIAL INVOICE INVOICE ID 8Y7M9d-972,USD,7,9453,0,0,1
INVOICE,2000-01-01,3.0,COMMERCIAL INVOICE Invoice number 7¥2M7d-380,USD,7,9453,0,0,1
INVOICE,2000-01-01,6.0,INVOICE Invoice number INV/86-86/238,USD,7,9453,0,0,1
INVOICE,2017-12-27,1.0,INVOICE INVOICE ID INV/36-89/789,USD,7,2883,0,0,0
INVOICE,2017-04-13,4.0,COMMERCIAL INVOICE INVOICE ID INV/76-78/987,USD,7,3141,0,0,0
INVOICE,2006-05-20,3.0,INVOICE Invoice number INV15671306,USD,7,7122,0,0,0
INVOICE,2000-01-01,6.0,TAX INVOICE INVOICE # INV/15-00/221,USD,7,9453,0,0,1
INVOICE,2010-05-06,4.0,INVOICE Invoice number INV87678831,USD,7,5675,0,0,0
INVOICE,2002-09-18,3.0,COMMERCIAL INVOICE INVOICE # 4Y3M6d-390,USD,7,8462,0,0,0
INVOICE,2008-03-26,3.0,INVOICE Invoice number 6Y3M4d-360,USD,7,6446,0,0,0
INVOICE,2000-01-01,6.0,INVOICE INVOICE ID INV36198346.,USD,7,9453,0,0,1
INVOICE,2000-01-01,3.0,COMMERCIAL INVOICE INVOICE # 8102-512,USD,7,9453,0,0,1
INVOICE,2014-03-05,4.0,INVOICE INVOICE ID INVO9593741,USD,7,4276,0,0,0
INVOICE,2016-08-26,6.0,COMMERCIAL INVOICE Invoice number INV86544300,USD,7,3371,0,0,0
INVOICE,2000-01-01,1.0,"COMMERCIAL INVOICE INVOICE # INV/21-16/745,",USD,7,9453,0,0,1
INVOICE,2000-01-01,4.0,INVOICE INVOICE ID INV55243510,USD,7,9453,0,0,1
INVOICE,2000-01-01,3.0,TAX INVOICE Invoice number SY2M4d-396.,USD,7,9453,0,0,1
INVOICE,2000-01-01,4.0,INVOICE INVOICE # INV25066011,USD,7,9453,0,0,1
INVOICE,2008-08-20,1.0,TAX INVOICE Invoice number 3Y 1M1d-587,USD,7,6299,0,0,0
INVOICE,2000-01-01,2.0,COMMERCIAL INVOICE INVOICE ID 4Y1Mgd-541,USD,7,9453,0,0,1
INVOICE,2001-02-18,1.0,TAX INVOICE Invoice number INV65259712,USD,7,9039,0,0,0
INVOICE,2000-01-01,5.0,TAX INVOICE Invoice number 1802-729,USD,7,9453,0,0,1
INVOICE,2007-08-21,3.0,INVOICE INVOICE # 7Y9M8d-017,USD,7,6664,0,0,0
INVOICE,2000-01-01,5.0,INVOICE INVOICE # 4962-641,USD,7,9453,0,0,1
INVOICE,2010-12-15,4.0,TAX INVOICE INVOICE # 1007-495,USD,7,5452,0,0,0
INVOICE,2000-01-01,1.0,COMMERCIAL INVOICE INVOICE ID INV/29-55/617,USD,7,9453,0,0,1
INVOICE,2000-01-01,3.0,COMMERCIAL INVOICE INVOICE # INV60214817,USD,7,9453,0,0,1
INVOICE,2020-10-05,3.0,TAX INVOICE INVOICE ID INV/24-40/717,USD,7,1870,0,0,0
INVOICE,2020-04-02,5.0,TAX INVOICE Invoice number INV84589437,USD,7,2056,0,0,0
INVOICE,2000-01-01,2.0,TAX INVOICE Invoice number INV/13-94/573,USD,7,9453,0,0,1
INVOICE,2021-10-12,1.0,INVOICE Invoice number INV/51-17/397,USD,7,1498,0,0,0
INVOICE,2000-01-01,5.2,TAX INVOICE Invoice number 7¥8M1d-444,USD,7,9453,0,0,1
INVOICE,2000-01-01,6.0,TAX INVOICE INVOICE # 4901-094,USD,7,9453,0,0,1
INVOICE,2000-01-01,1.0,TAX INVOICE INVOICE ID 4380-873,USD,7,9453,0,0,1
INVOICE,2000-01-01,13.02,"COMMERCIAL INVOICE Invoice number 2060-403,",USD,7,9453,0,0,1
INVOICE,2000-01-01,5.0,COMMERCIAL INVOICE Invoice number 4Y8M6d-902,USD,7,9453,0,0,1
INVOICE,2000-01-01,5.0,TAX INVOICE Invoice number 7478-184,USD,7,9453,0,0,1
INVOICE,2005-09-06,4.0,INVOICE INVOICE ID INV71339876,USD,7,7378,0,0,0
INVOICE,1999-08-27,6.0,TAX INVOICE INVOICE ID 6Y7M7d-288,USD,7,9580,0,0,0
INVOICE,2011-08-27,6.0,INVOICE Invoice number 0576-839,USD,7,5197,0,0,0
INVOICE,2000-01-01,2.0,COMMERCIAL INVOICE INVOICE # 7941-242,USD,7,9453,0,0,1
INVOICE,2000-01-01,1.0,INVOICE INVOICE ID INV61262999,USD,7,9453,0,0,1
INVOICE,2008-05-06,5.0,COMMERCIAL INVOICE Invoice number 0630-012,USD,7,6405,0,0,0
INVOICE,2000-01-01,4.0,INVOICE Invoice number SY7M6d-223,USD,7,9453,0,0,1
INVOICE,2000-01-01,6.0,INVOICE INVOICE ID 1¥4M6d-237,USD,7,9453,0,0,1
INVOICE,2008-04-21,2.0,INVOICE INVOICE ID INV87921002,USD,7,6420,0,0,0
INVOICE,2007-07-16,5.0,INVOICE INVOICE ID 3Y2Mgd-378,USD,7,6700,0,0,0
INVOICE,2013-10-24,3.0,INVOICE INVOICE ID 3Y7M4d-033,USD,7,4408,0,0,0
INVOICE,2004-09-05,3.0,TAX INVOICE INVOICE ID INV/12-94/903.,USD,7,7744,0,0,0
INVOICE,2006-09-25,2.0,COMMERCIAL INVOICE INVOICE # INV52278483,USD,7,6994,0,0,0
INVOICE,1998-03-26,2.0,INVOICE Invoice number INV50874200,USD,7,10099,0,0,0
INVOICE,2000-01-01,15.08,INVOICE INVOICE # INV79936211,USD,7,9453,0,0,1
INVOICE,2000-01-01,0.2,COMMERCIAL INVOICE INVOICE ID 7861-483,USD,7,9453,0,0,1
INVOICE,2003-03-05,4.0,COMMERCIAL INVOICE INVOICE ID INV/99-48/366.,USD,7,8294,0,0,0
INVOICE,2017-10-02,1.0,INVOICE INVOICE # INV10508877,USD,7,2969,0,0,0
INVOICE,2000-01-01,4.0,COMMERCIAL INVOICE INVOICE # 1191-112,USD,7,9453,0,0,1
INVOICE,2000-01-01,28.08,COMMERCIAL INVOICE INVOICE ID 6Y8M5d-126,USD,7,9453,0,0,1
INVOICE,2000-01-01,1.0,TAX INVOICE INVOICE ID 1379-419,USD,7,9453,0,0,1
INVOICE,2014-01-10,6.0,TAX INVOICE INVOICE ID 2950-561,USD,7,4330,0,0,0
INVOICE,2000-01-01,2.0,TAX INVOICE INVOICE # 6Y1M3d-261,USD,7,9453,0,0,1
INVOICE,2000-01-01,7.1,TAX INVOICE INVOICE ID INV65108337,USD,7,9453,0,0,1
INVOICE,2011-08-25,5.0,INVOICE INVOICE ID INV38710446,USD,7,5199,0,0,0
INVOICE,2000-01-01,2.0,INVOICE INVOICE # 4Y9M6d-005.,USD,7,9453,0,0,1
INVOICE,2011-12-10,6.0,COMMERCIAL INVOICE INVOICE ID INV09272713,USD,7,5092,0,0,0
INVOICE,2000-01-01,1.0,INVOICE INVOICE # INV63032505,USD,7,9453,0,0,1
INVOICE,2003-09-26,6.0,COMMERCIAL INVOICE INVOICE # INV/57-64/059,USD,7,8089,0,0,0
INVOICE,2000-01-01,4.0,TAX INVOICE INVOICE ID 6Y3Mgd-093,USD,7,9453,0,0,1
INVOICE,2000-01-01,4.0,INVOICE INVOICE # INV/26-54/622,USD,7,9453,0,0,1
INVOICE,2000-01-01,4.0,INVOICE INVOICE ID INV00738500,USD,7,9453,0,0,1
INVOICE,2003-05-15,6.0,COMMERCIAL INVOICE Invoice number INV22737871,USD,7,8223,0,0,0
INVOICE,1994-12-31,4.0,TAX INVOICE INVOICE ID 1Y1M5d-442,USD,7,11280,0,0,0
INVOICE,2004-05-10,6.0,INVOICE Invoice number INV36652871,USD,7,7862,0,0,0
INVOICE,2003-04-02,4.0,TAX INVOICE Invoice number 6Y5M6d-567,USD,7,8266,0,0,0
INVOICE,2000-01-01,2.0,COMMERCIAL INVOICE INVOICE # INV92488177,USD,7,9453,0,0,1
INVOICE,2000-01-01,5.0,COMMERCIAL INVOICE INVOICE # INV/11-08/248,USD,7,9453,0,0,1
INVOICE,2000-01-01,1.0,COMMERCIAL INVOICE INVOICE ID 3¥6M7d-080,USD,7,9453,0,0,1
INVOICE,2013-09-10,4.0,INVOICE Invoice number 9880-501,USD,7,4452,0,0,0
INVOICE,2000-01-01,1.0,INVOICE INVOICE ID 0485-325,USD,7,9453,0,0,1
INVOICE,2000-01-01,6.0,TAX INVOICE INVOICE ID 8Y8M8d-709,USD,7,9453,0,0,1
INVOICE,2000-01-01,1.0,INVOICE Invoice number INV45431758,USD,7,9453,0,0,1
INVOICE,2000-01-01,1.0,INVOICE Invoice number 8201-583,USD,7,9453,0,0,1
INVOICE,2000-01-01,1.0,INVOICE INVOICE # 8654-648,USD,7,9453,0,0,1
INVOICE,2006-09-02,2.0,COMMERCIAL INVOICE Invoice number INV/36-24/659,USD,7,7017,0,0,0
INVOICE,2000-01-01,5.0,COMMERCIAL INVOICE INVOICE # 2921-838,USD,7,9453,0,0,1
INVOICE,2000-01-01,6.0,COMMERCIAL INVOICE INVOICE ID 4050-655,USD,7,9453,0,0,1
INVOICE,2000-01-01,1.0,TAX INVOICE Invoice number 1¥8MSd-595.,USD,7,9453,0,0,1
INVOICE,2000-01-01,4.0,COMMERCIAL INVOICE INVOICE ID INV41971671,USD,7,9453,0,0,1
INVOICE,2000-01-01,1.0,TAX INVOICE Invoice number INV/76-58/862,USD,7,9453,0,0,1
INVOICE,2000-01-01,1.0,TAX INVOICE Invoice number INV/24-57/556,USD,7,9453,0,0,1
INVOICE,2000-01-01,3.0,COMMERCIAL INVOICE INVOICE # INVO2560398,USD,7,9453,0,0,1
INVOICE,2014-09-06,4.0,TAX INVOICE Invoice number INVO7372777,USD,7,4091,0,0,0
INVOICE,2009-08-30,6.0,INVOICE INVOICE # INV/02-01/816,USD,7,5924,0,0,0
INVOICE,2000-01-01,4.0,COMMERCIAL INVOICE Invoice number INV/16-28/776,USD,7,9453,0,0,1
INVOICE,2000-01-01,1.0,COMMERCIAL INVOICE INVOICE ID INV/08-29/201,USD,7,9453,0,0,1
